NEW YORK CITY DEPARTMENT OF INVESTIGATION,,,,,,,,,,
NEW YORK CITY HOUSING AUTHORITY,,,,,,,,,,
OFFICE OF THE INSPECTOR GENERAL,,,,,,,,,,
,,,,,,,,,,
NYCHA'S SMALL PROCUREMENT 2021,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Procurement Type,Purchase Order Number,Purchase Order Type,Vendor Name,Contract Description,Administering Department,Ship To Location,Borough,PO Total Amount,,
SMALL PURCHASE,2114378,STANDARD,KALRA CONSTRUCTION CORP,PELHAM-REPAIR CHAIN LINK FENCE AROUND BLDGS 810 & 820-(REQ# 1564293),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$9,550.00",,
SMALL PURCHASE,2114385,STANDARD,M-1 CONSTRUCTION INC,SOUNDVIEW-THROW OUT USELESS THINGS FROM THE STORAGE ROOM IN MAINT. AREA @ BLDG 651-(REQ# 1564644),Bronx Property Management,SOUND VIEW-0537,BRONX,"$4,950.00",,
SMALL PURCHASE,2114402,STANDARD,FA UNITED CORP,CLASON POINT-0208 installing 2 new exhaust fans in a boiler room and compactor room at building $4 and #6 **REQ 1564479**,Bronx Property Management,CLASON POINT-0208,BRONX,"$4,043.00",,
SMALL PURCHASE,2114413,STANDARD,JA QUALITY CONSTRUCTION CORPORATION,"PELHAM-CLEAN COMPACTOR ROOMS IN BLDGS 2440, 2385, 2354, 2460 & 2445-(REQ# 1564292)",Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$9,850.00",,
SMALL PURCHASE,2114425,STANDARD,SEAN CONTRACTING CORP.,UNION-REPAIR SECURITY TECH LOCK FOR FRONT DOOR @ 544 CLAREMONT-(REQ# 1564806),Bronx Property Management,UNION AVE E.163-0753,BRONX,"$4,850.00",,
SMALL PURCHASE,2114440,STANDARD,BROERS CONSTRUCTION INC,FOREST-CLEAR THE DRAIN STOPPAGE TO THE CITY LINE & SANITIZE THE BASEMENT @ BLDG 735-(REQ# 1564429),Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,470.00",,
SMALL PURCHASE,2114446,STANDARD,VARIANT 1 CONSTRUCTION CORP,"FOREST HOUSES-0535 button-up 3 apartments, changing closet doors 54x80 and 24x80, apartement door 30x80, outlet and light covers, kitchen cabinets **REQ 1565103**",Bronx Property Management,FOREST HOUSES-0535,BRONX,"$9,850.00",,
SMALL PURCHASE,2114457,STANDARD,MSG BUILDERS LLC,MORRISANIA AIR -0385 repairing 3 roll down gates near building #2 utility garage for safety of stored equipment **REQ 1565110**,Bronx Property Management,MORRISANIA AIR -0385,BRONX,"$4,950.00",,
SMALL PURCHASE,2114459,STANDARD,JASMEEN CONSTRUCTION CORP,GOV. MORRIS II-0280 power wash the basement and exit stairs at 1373 Washington Ave **REQ 1564818**,Bronx Property Management,GOV. MORRIS II-0280,BRONX,"$4,990.00",,
SMALL PURCHASE,2114466,STANDARD,AMERICAN PIPE & TANK LINING CO. INC.,"SOTOMAYOR HOUSES-0222 troubleshoot the tank controls and control panels, replacing probes **REQ 1564661**",Bronx Property Management,SOTOMAYOR HOUSES - 0222,BRONX,"$5,437.50",,
SMALL PURCHASE,2114468,STANDARD,SAINI CONSTRUCTION CORP,SOUNDVIEW-INSTALL FLOOR TILES & COVE BASE IN CARETAKER ROOM & HALLWAY-(REQ# 1564664),Bronx Property Management,SOUND VIEW-0537,BRONX,"$5,695.00",,
SMALL PURCHASE,2114469,STANDARD,BROERS CONSTRUCTION INC,MORRIS-INSTALL AC CAGE IN CARPENTER SHOP IN BLDG 1385-(REQ# 1564815),Bronx Property Management,GOUVERNEUR MORR-0239,BRONX,"$3,990.00",,
SMALL PURCHASE,2114473,STANDARD,VARIANT 1 CONSTRUCTION CORP,CLASON PT-REMOVE USELESS STUFF FROM ROOMS & DEBRIS FROM BASEMENT & COMPACTOR ROOM IN BLDG 2-(REQ# 1564939),Bronx Property Management,CLASON POINT-0208,BRONX,"$4,920.00",,
SMALL PURCHASE,2114478,STANDARD,PALAK DIWAN DBA/RKG BUILDERS INC,"MONROE-INSTALL SCREENING AROUND EXHAUST FANS, VENT OPENING & BASEMENT WINDOWS IN 9 BLDGS-(REQ# 1565153)",Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,895.00",,
SMALL PURCHASE,2114502,STANDARD,VTECH CONSTRUCTION CORP,PELHAM-INSTALL DIAMOND PLATE DOOR IN BASEMENT IN BLDG 805-(REQ# 1565005),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$4,980.00",,
SMALL PURCHASE,2114522,STANDARD,VTECH CONSTRUCTION CORP,PELHAM-REPLACE 11 LED BULBS MEN'S BATHROOM-(REQ# 1565306),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$4,899.00",,
SMALL PURCHASE,2114523,STANDARD,TRI-STATE PUMP & MOTOR INC.,"MURPHY-INSTALL EXHAUST FANS @ 2070, 1010, 2111 & 558-(REQ# 1565439)",Bronx Property Management,MURPHY CONSOLIDATED-0447,BRONX,"$4,938.00",,
SMALL PURCHASE,2114529,STANDARD,FLORA CONTRACTING INC,FOREST-REMOVE & INSTALL UPPER & LOWER KITCHEN CABINETS IN APT-(REQ# 1565555),Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,965.00",,
SMALL PURCHASE,2114532,STANDARD,NCS DEVELOPMENT INC,MILLBROOK-REPAIR DAMAGED WALKWAY ON WEST SIDE & COBBLESTONE IN THE FRONT OF BLDG 8-(REQ# 1564871),Bronx Property Management,MILL BROOK-0570,BRONX,"$9,775.00",,
SMALL PURCHASE,2114542,STANDARD,SIMRAN RENOVATIONS INC,SOUNDVIEW-INSTALL NEW EXHAUST FAN IN MEN'S LOCKER ROOM IN MAINT. AREA @ 651 ROSEDALE-(REQ# 1564113),Bronx Property Management,SOUND VIEW-0537,BRONX,"$4,950.00",,
SMALL PURCHASE,2114547,STANDARD,LMAO CONSTRUCTION CORP,"BX RIVER-REPLACE & REPAIR ROOF DRAIN COVERS @ BLDG 3, 5 & 9-(REQ# 1565038)",Bronx Property Management,BRONX RIVER-0533,BRONX,"$4,965.00",,
SMALL PURCHASE,2114555,STANDARD,ARROW STEEL INC,"MARBLEHILL-REPLACEMENT OF CYLINDER, TWO HYDRAULIC HOSES FOR EXTERIOR COMPACTOR 3-(REQ# 1565550)",Bronx Property Management,MARBLE HILL-0638,BRONX,"$3,575.00",,
SMALL PURCHASE,2114562,STANDARD,MSG BUILDERS LLC,MORRIS-REPAIR & REINSTALL EXISTING ROOF FLASHING 44LF IN BLDG 8-(REQ# 1565590),Bronx Property Management,GOUVERNEUR MORR-0239,BRONX,"$4,790.00",,
SMALL PURCHASE,2114566,STANDARD,SIMRAN RENOVATIONS INC,BRONX RIVER-0533 repairing the cracks around building #8 and leveling up the cracks on a wall **REQ 1565023**,Bronx Property Management,BRONX RIVER-0533,BRONX,"$4,950.00",,
SMALL PURCHASE,2114567,STANDARD,NCS DEVELOPMENT INC,MORRIS-REPAIR & REPLACE 2 GARAGE ROLL DOWN GATES NEAR 1385-(REQ# 1565595),Bronx Property Management,GOUVERNEUR MORR-0239,BRONX,"$4,985.00",,
SMALL PURCHASE,2114570,STANDARD,"RICHARDS PLUMBING AND HEATING CO., INC.",BX RIVER-SURVEY & INSPECTION OF FIRE STANDPIPE & SPRINKLER SYSTEM-(REQ# 1565014),Bronx Property Management,BRONX RIVER-0533,BRONX,"$3,932.97",,
SMALL PURCHASE,2114571,STANDARD,IMS GENERAL CONSTRUCTION CORP,MORRIS HT REHB-0769 replacing 10 shower panels/tub enclosure at 10 court cases apartments **REQ 1565592**,Bronx Property Management,MORRIS HT REHB -0769,BRONX,"$9,995.00",,
SMALL PURCHASE,2114574,STANDARD,IMS GENERAL CONSTRUCTION CORP,"CASTLE HILL-0431 replacing 10 shower panels/tub enclosure at 10 court cass apartments """"REQ 1565596**",Bronx Property Management,CASTLE HILL-0431,BRONX,"$9,995.00",,
SMALL PURCHASE,2114579,STANDARD,IMS GENERAL CONSTRUCTION CORP,BRONX RIVER-0533 replacing 10 shower panels/tub enclosure at 10 court cases apartments **REQ 1565611**,Bronx Property Management,BRONX RIVER-0533,BRONX,"$9,995.00",,
SMALL PURCHASE,2114581,STANDARD,GOLD CITY CONTRACTING CORP,CLASON PT-REMOVE & INSTALL NEW LED BULB IN ENTIRE BLDG 1710-(REQ# 1564503),Bronx Property Management,CLASON POINT-0208,BRONX,"$9,962.50",,
SMALL PURCHASE,2114582,STANDARD,IMS GENERAL CONSTRUCTION CORP,MELEROSE-0523 replacing shower panels/ tub enclosutes at 10 court cases apartment **REQ 1565621**,Bronx Property Management,MELROSE-0523,BRONX,"$9,995.00",,
SMALL PURCHASE,2114586,STANDARD,MOHINDER CONSTRUCTION CORP,WEBSTER-REPAIR EXHAUST FAN IN TANK ROOM @ 400 E 169TH ST-(REQ# 1562986),Bronx Property Management,DANIEL WEBSTER-0231,BRONX,"$4,895.00",,
SMALL PURCHASE,2114587,STANDARD,IMS GENERAL CONSTRUCTION CORP,FOREST HOUSES-0535 replacing shower panels/bath enclosures at 10 court cases apartments **REQ 1565636**,Bronx Property Management,FOREST HOUSES-0535,BRONX,"$9,995.00",,
SMALL PURCHASE,2114588,STANDARD,M-1 CONSTRUCTION INC,WEBSTER-INSTALL NEW STAINLESS STEEL DOOR FOR BLDG 12-(REQ# 1563006),Bronx Property Management,DANIEL WEBSTER-0231,BRONX,"$4,965.00",,
SMALL PURCHASE,2114589,STANDARD,LMAO CONSTRUCTION CORP,PELHAM-REPAIR FRAME & INSTALL DOUBLE DOORS WITH 2 VISION FRAME KIT @ 2424 BOSTON RD-(REQ# 1563372),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$9,821.00",,
SMALL PURCHASE,2114591,STANDARD,MOHINDER CONSTRUCTION CORP,WEBSTER-INSTALL EPOXY ON COMPACTOR ROOM FLOOR @ BLDG 450-(REQ# 1563025),Bronx Property Management,DANIEL WEBSTER-0231,BRONX,"$4,999.00",,
SMALL PURCHASE,2114593,STANDARD,M-1 CONSTRUCTION INC,PARKSIDE-INSTALL 46 LED LIGHT BULBS IN HALLWAY OF BLDG 665-(REQ# 1565164),Bronx Property Management,PARKSIDE-0580,BRONX,"$4,950.00",,
SMALL PURCHASE,2114594,STANDARD,IMS GENERAL CONSTRUCTION CORP,SOUNDVIEW-REMOVE & INSTALL KITCHEN UPPER & LOWER CABINETS-(REQ# 1565620),Bronx Property Management,SOUND VIEW-0537,BRONX,"$4,965.00",,
SMALL PURCHASE,2114597,STANDARD,IMS GENERAL CONSTRUCTION CORP,JOHN ADAMS-0248 replacing shower panels/bath tub enclosure at 10 court cases apartments **REQ 1565640**,Bronx Property Management,JOHN ADAMS-0248,BRONX,"$9,995.00",,
SMALL PURCHASE,2114599,STANDARD,IMS GENERAL CONSTRUCTION CORP,PARKSIDE-0580 replacing shower panels at 10 court cases apartments **REQ 1565642**,Bronx Property Management,PARKSIDE-0580,BRONX,"$9,995.00",,
SMALL PURCHASE,2114601,STANDARD,IMS GENERAL CONSTRUCTION CORP,MITCHEL TRN CTR-SD06 replacing 10 shower panels/tub enclosure at 10 court case apartments **REQ 1565664**,Bronx Property Management,MITCHEL TRN CTR-SD06,BRONX,"$9,995.00",,
SMALL PURCHASE,2114602,STANDARD,ARROW STEEL INC,GUNHILL-INSTALL NEW PUMP & MOTOR FOR EXTERIOR COMPACTOR-(REQ# 1565870),Bronx Property Management,GUN HILL-0579,BRONX,"$4,500.00",,
SMALL PURCHASE,2114603,STANDARD,IMS GENERAL CONSTRUCTION CORP,JUSTICE SOTOMAYOR CC replacing shower panels/ tub enclosre at 10 court case apartments **REQ 1565647**,Bronx Property Management,JUSTICE SOTOMAYOR CC,BRONX,"$9,995.00",,
SMALL PURCHASE,2114604,STANDARD,IMS GENERAL CONSTRUCTION CORP,FT INDEPENDENCE-0308 replacing shower panels/ tub enclosures at 5 court case apartments **REQ 1565629**,Bronx Property Management,FT INDEPENDENCE-0308,BRONX,"$4,995.00",,
SMALL PURCHASE,2114605,STANDARD,ARROW STEEL INC,"MITCHEL-REPAIR SLIDE PLATE, TABS FOR EXTERIOR COMPACTOR 1-(REQ# 1565793)",Bronx Property Management,JOHN MITCHEL-0249,BRONX,"$3,500.00",,
SMALL PURCHASE,2114607,STANDARD,P&S CONTRACTING NY CORP,MITCHEL-REMOVE FURNITURE & DEBRIS FROM MO 215-6H-(REQ# 1565823),Bronx Property Management,JOHN MITCHEL-0249,BRONX,"$4,850.00",,
SMALL PURCHASE,2114610,STANDARD,IMS GENERAL CONSTRUCTION CORP,MORRIS-INSTALL UPPER & LOWER KITCHEN CABINETS IN CC APT-(REQ# 1565622),Bronx Property Management,GOUVERNEUR MORR-0239,BRONX,"$4,965.00",,
SMALL PURCHASE,2114613,STANDARD,IMS GENERAL CONSTRUCTION CORP,PARKSIDE-0580 replacing kitchen cabinets at court case apartment **REQ 1565625**,Bronx Property Management,PARKSIDE-0580,BRONX,"$4,965.00",,
SMALL PURCHASE,2114626,STANDARD,ABLE NY CONSTRUCTION CORP,MITCHEL-REMOVE HOPPERS TO REMOVE BLOCKAGE IN CHUTE THEN REINSTALL ALL HOPPERS IN BLDGS 300 & 360-(REQ# 1565624),Bronx Property Management,JOHN MITCHEL-0249,BRONX,"$9,945.00",,
SMALL PURCHASE,2114644,STANDARD,VARIANT 1 CONSTRUCTION CORP,PARKSIDE-CLEAN OUT FURNITURE & DEBRIS FROM MO 650-7C-(REQ# 1563396),Bronx Property Management,PARKSIDE-0580,BRONX,"$4,960.00",,
SMALL PURCHASE,2114646,STANDARD,ARROW STEEL INC,"MITCHEL-REPLACE CYLINDER, TWO HOSES, FITTINGS & OIL-(REQ# 1565800)",Bronx Property Management,JOHN MITCHEL-0249,BRONX,"$3,575.00",,
SMALL PURCHASE,2114652,STANDARD,CITY 1 CONSTRUCTION CORP,JOHN MITCHELL-0249 installing 200 exit signs on the corridor doors at various buildings and replacing broken hardware in 5 buildings from 1st to 20th floor on stair hall doors **1566072**,Bronx Property Management,JOHN MITCHEL-0249,BRONX,"$9,990.00",,
SMALL PURCHASE,2114659,STANDARD,IMS GENERAL CONSTRUCTION CORP,BUTLER C.C.-C435 removing and installing 5 shower panels/tub enclosure at 5 court case apartment s**REQ 1565650**,Bronx Property Management,BUTLER C.C.-C435,BRONX,"$4,995.00",,
SMALL PURCHASE,2114670,STANDARD,IMS GENERAL CONSTRUCTION CORP,PELHAM PARKWAY-0586 replacing kitchen cabinets in 1 court case apartment ***REQ 1555658**,Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$4,965.00",,
SMALL PURCHASE,2114673,STANDARD,IMS GENERAL CONSTRUCTION CORP,JOHN ADAMS-0248 replacing kitchen cabinets at 1 court case apartment **REQ 1565828**,Bronx Property Management,JOHN ADAMS-0248,BRONX,"$4,965.00",,
SMALL PURCHASE,2114678,STANDARD,IMS GENERAL CONSTRUCTION CORP,BRONX RIVER-0533 replacing the kitchen cabinets at 1 court case apartment **REQ 1565839**,Bronx Property Management,BRONX RIVER-0533,BRONX,"$4,965.00",,
SMALL PURCHASE,2114683,STANDARD,IMS GENERAL CONSTRUCTION CORP,BUTLER C.C.-C435 replacing kitchen cabinets at 1 court case apartment **REQ 1565865**,Bronx Property Management,BUTLER C.C.-C435,BRONX,"$4,965.00",,
SMALL PURCHASE,2114690,STANDARD,GURU NANAK 1313 ENTERPRISE INC,MURPHY CONSOLIDATED-0447 repairing 20 ft iron fence at 2070 Clinton Ave parking area **REQ 1566007**,Bronx Property Management,MURPHY CONSOLIDATED-0447,BRONX,"$4,490.00",,
SMALL PURCHASE,2114694,STANDARD,PRINCE BAINS CONSTRUCTION CORP,JAMES MONROE-0234 fence repair in the baseball field and parking area aprox 940 sq.ft. building #12 **REQ 1566287**,Bronx Property Management,JAMES MONROE-0234,BRONX,"$6,535.00",,
SMALL PURCHASE,2114695,STANDARD,CITY 1 CONSTRUCTION CORP,GUN HILL-0579 replacing 2 24inch fans in the basement of building 6 in the bulk storage room **REQ 1565885**,Bronx Property Management,GUN HILL-0579,BRONX,"$4,980.00",,
SMALL PURCHASE,2114697,STANDARD,MSG BUILDERS LLC,MORRISANIA AIR-0385 INSTALLING 5 AC UNITS AT THE MANAGEMENT OFFICE **REQ 1566255**,Bronx Property Management,MORRISANIA AIR -0385,BRONX,"$4,890.00",,
SMALL PURCHASE,2114738,STANDARD,FALCON BUILDERZ INC,PARKSIDE-REMOVE OLD & INSTALL NEW ELEVATOR FLOOR IN 4 ELEVATORS IN 2 BLDGS-(REQ# 1565578),Bronx Property Management,PARKSIDE-0580,BRONX,"$4,999.00",,
SMALL PURCHASE,2114744,STANDARD,SIMRAN RENOVATIONS INC,FOREST-REPAIR THE FLOOR THEN PUT EPOXY ON FLOOR IN COMPACTOR ROOM & HALLWAY IN BLDG 15-(REQ# 1565786),Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,960.00",,
SMALL PURCHASE,2114747,STANDARD,JA CONSTRUCTION NYC INC,"CASTLEHILL-STRIP, CLEAN & REMOVE DEBRIS FROM MO 12-1J-(REQ# 1565832)",Bronx Property Management,CASTLE HILL-0431,BRONX,"$3,825.00",,
SMALL PURCHASE,2114749,STANDARD,KULAR CONSTRUCTION CORP.,BOSTON SECOR-INSTALL FLOOR TILES IN MO'S 2-3D & 1-3J-(REQ# 1562083),Bronx Property Management,BOSTON RD-SECOR-0254,BRONX,"$2,900.00",,
SMALL PURCHASE,2114751,STANDARD,CITY 1 CONSTRUCTION CORP,"PATTERSON-BUTTON UP MO'S-320-12F, 300-11D & 314-11E-PROPOSAL ATTACHED-(REQ# 1564635)",Bronx Property Management,PATTERSON HOUSES-0522,BRONX,"$9,980.00",,
SMALL PURCHASE,2114765,STANDARD,ARORA CONTRACTING CORP,MORRIS-REMOVE DEBRIS & BULK IN BLDG 17-(REQ# 1565936),Bronx Property Management,GOUVERNEUR MORR-0239,BRONX,"$4,995.00",,
SMALL PURCHASE,2114767,STANDARD,ISACC GALARZA DBA ALPHA AND OMEGA INTERCOMS,"M.A.R-REPAIR HARDWARE FOR LOBBY DOORS @ BLDGS 3125, 3073 & 3071-(REQ# 1566024)",Bronx Property Management,MORRISANIA AIR -0385,BRONX,"$3,900.00",,
SMALL PURCHASE,2114768,STANDARD,LOVPREET CONSTRUCTION CORP,MURPHY-REPAIR ROOF FLUSHING & TORCH ROOF PAPER @ 2070 CLINTON-(REQ# 1565988),Bronx Property Management,MURPHY CONSOLIDATED-0447,BRONX,"$4,980.00",,
SMALL PURCHASE,2114771,STANDARD,ABLE NY CONSTRUCTION CORP,"MARBLE HILL-0638 repairing 700 sq.ft. side walk around building #3, tripping hazard 323 sq.ft. at building #4 **REQ 1566621**",Bronx Property Management,MARBLE HILL-0638,BRONX,"$9,990.00",,
SMALL PURCHASE,2114775,STANDARD,M-1 CONSTRUCTION INC,GOUVERNEUR MORR-0239 repairing broken wood benches around buildings #1 to #5 **REQ 1566622**,Bronx Property Management,GOUVERNEUR MORR-0239,BRONX,"$4,870.00",,
SMALL PURCHASE,2114777,STANDARD,IMS GENERAL CONSTRUCTION CORP,EASTCHESTER-0313 repalcing the kitchen cabinets at the apartment **REQ 1566480**,Bronx Property Management,EASTCHESTER-0313,BRONX,"$4,965.00",,
SMALL PURCHASE,2114783,STANDARD,PRINCE BAINS CONSTRUCTION CORP,MONROE-INSTALL FLOOR TILES IN ELEVATOR SHOP IN BLDG 9-(REQ# 1566268),Bronx Property Management,JAMES MONROE-0234,BRONX,"$6,499.00",,
SMALL PURCHASE,2114785,STANDARD,IMS GENERAL CONSTRUCTION CORP,SACKWERN-REMOVE & INSTALL 10 SHOWER PANELS/TUB ENCLOSURES-(REQ# 1566470),Bronx Property Management,SACK-WERN-0506,BRONX,"$9,995.00",,
SMALL PURCHASE,2114801,STANDARD,MM&P BUILDERS INC,CASTLEHILL-REMOVE DEBRIS FROM TERRACE @ BLDG 8 ON THE 10TH & 12TH FL & STORAGE-(REQ# 1566245),Bronx Property Management,CASTLE HILL-0431,BRONX,"$9,926.00",,
SMALL PURCHASE,2114805,STANDARD,PRINCE BAINS CONSTRUCTION CORP,"MONROE-REPAIR DOOR HARDWARE @ BLDGS 875, 877 & 800 SLOP SINK DOOR-(REQ# 1566273)",Bronx Property Management,JAMES MONROE-0234,BRONX,"$6,510.00",,
SMALL PURCHASE,2114809,STANDARD,HARIJOT CONSTRUCTION CORP,WEBSTER-CLEAN ALL CANOPIES IN DEVELOPMENT-(REQ# 1566343),Bronx Property Management,DANIEL WEBSTER-0231,BRONX,"$4,985.00",,
SMALL PURCHASE,2114811,STANDARD,MSG BUILDERS LLC,BOSTON SECOR-REPLACE DOOR HARDWARE IN BLDG 3555 SIDE A 6 FLOORS-(REQ# 1566435),Bronx Property Management,BOSTON RD-SECOR-0254,BRONX,"$4,985.00",,
SMALL PURCHASE,2114813,STANDARD,FALCON BUILDERZ INC,EASTCHESTER-REMOVE HEAVY DEBRIS & BULK FROM COMPOUND AREA-(REQ# 1566446),Bronx Property Management,EASTCHESTER-0313,BRONX,"$9,999.00",,
SMALL PURCHASE,2114818,STANDARD,EMPIRE CITY DESIGN INC,GUNHILL-CLEAN & REPAIR CATCH BASINS @ BLDG 2 AROUND THE COMM. CENTER-(REQ# 1566473),Bronx Property Management,GUN HILL-0579,BRONX,"$4,975.00",,
SMALL PURCHASE,2114825,STANDARD,IMS GENERAL CONSTRUCTION CORP,EDENWALD-REMOVE & INSTALL KITCHEN UPPER & LOWER CABINETS-(REQ# 1566484),Bronx Property Management,EDENWALD-0214,BRONX,"$4,965.00",,
SMALL PURCHASE,2114826,STANDARD,IMS GENERAL CONSTRUCTION CORP,SACKWERN-REMOVE & INSTALL KITCHEN UPPER & LOWER CABINETS-(REQ# 1566488),Bronx Property Management,SACK-WERN-0506,BRONX,"$4,965.00",,
SMALL PURCHASE,2114827,STANDARD,IMS GENERAL CONSTRUCTION CORP,M.A.R-REMOVE & INSTALL KITCHEN UPPER & LOWER CABINETS-(REQ# 1566500),Bronx Property Management,MORRISANIA AIR -0385,BRONX,"$4,965.00",,
SMALL PURCHASE,2114845,STANDARD,7 STAR INFRATECH CORP,ST MARYS-INSTALL DIAMOND PLATES & FENCE AROUND GARBAGE CONTAINER YARD @ 665-(REQ# 1566589),Bronx Property Management,ST MARY'S PARK -0673,BRONX,"$4,995.00",,
SMALL PURCHASE,2114850,STANDARD,ABLE NY CONSTRUCTION CORP,PATTERSON-REPAIR MEN & LADIES BATHROOMS FLUSH METERS & SINK IN THE MGMT & MAINT AREA-(REQ# 1566711),Bronx Property Management,PATTERSON HOUSES-0522,BRONX,"$4,985.00",,
SMALL PURCHASE,2114855,STANDARD,HIGHSTAR CONSTRUCTION CORP,MARBLEHILL-REMOVE GARBAGE & DEBRIS FROM MO 6-5B-(REQ# 1566733),Bronx Property Management,MARBLE HILL-0638,BRONX,"$4,979.00",,
SMALL PURCHASE,2114858,STANDARD,JEET CONSTRUCTION CORP,"MARBLEHILL-FABRICATE & INSTALL WELCOME SIGNS, DOOR SIGNS & PLAYGROUND-(REQ# 1566738)",Bronx Property Management,MARBLE HILL-0638,BRONX,"$9,977.00",,
SMALL PURCHASE,2114864,STANDARD,IMS GENERAL CONSTRUCTION CORP,MONROE-REMOVE & INSTALL KITCHEN UPPER & LOWER CABINETS-(REQ# 1567110),Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,965.00",,
SMALL PURCHASE,2114866,STANDARD,ALFA OMEGA CONSTRUCTION INC,MARBLEHILL-REPLACE HIGH ALTITUDE BULBS IN THE MGMT STORE ROOM-(REQ# 1567340),Bronx Property Management,MARBLE HILL-0638,BRONX,"$9,833.00",,
SMALL PURCHASE,2114878,STANDARD,EMPIRE CITY DESIGN INC,BX RIVER-PREVENTIVE MAINT. OF HOUSE WASTE LINES & CLEAN WASTE IN BASEMENT IN BLDGS 1 & 8-(REQ# 1562339),Bronx Property Management,BRONX RIVER-0533,BRONX,"$4,856.00",,
SMALL PURCHASE,2114881,STANDARD,NORTHVALLEY CONSTRUCTION INC,"CASTLEHILL-REPAIR CHAIN LINK FENCE, SECURE & INSTALL NEW POLES-(REQ# 1567320)",Bronx Property Management,CASTLE HILL-0431,BRONX,"$4,990.00",,
SMALL PURCHASE,2114887,STANDARD,IMS GENERAL CONSTRUCTION CORP,HIGHBRIDGE-REMOVE & INSTALL KITCHEN UPPER & LOWER CABINETS-(REQ# 1567115),Bronx Property Management,HIGHBRIDGE GRDS-0229,BRONX,"$4,965.00",,
SMALL PURCHASE,2114891,STANDARD,IMS GENERAL CONSTRUCTION CORP,MELROSE-REMOVE & INSTALL KITCHEN UPPER & LOWER CABINETS-(REQ# 1567120),Bronx Property Management,MELROSE-0523,BRONX,"$4,965.00",,
SMALL PURCHASE,2114898,STANDARD,BAYA INC,"SOTOMAYOR-MOVE 3 OF 4 ROOMS TO ALTERNATE SPACE @ 1471-5G-KITCHEN, BATHROOM, LIV. ROOM & HALLWAY-(REQ# 1567540)",Bronx Property Management,SOTOMAYOR HOUSES - 0222,BRONX,"$3,483.00",,
SMALL PURCHASE,2114906,STANDARD,IMS GENERAL CONSTRUCTION CORP,FOREST HOUSES-0535 replacing kitchen cabinets in 1 apartment **REQ 1567112**,Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,965.00",,
SMALL PURCHASE,2114919,STANDARD,IMS GENERAL CONSTRUCTION CORP,GUN HILL-0579 replacing kitchen cabinets at 1 apartment **REQ 1567123**,Bronx Property Management,GUN HILL-0579,BRONX,"$4,965.00",,
SMALL PURCHASE,2114936,STANDARD,DIRTY GLOVES DRAIN SERVICES LLC,"CASTLEHILL-CLEAR STOPPAGE, DISINFECT & DEODORIZE BASEMENT IN BLDG 7-(REQ# 1560612)",Bronx Property Management,CASTLE HILL-0431,BRONX,"$2,918.75",,
SMALL PURCHASE,2114954,STANDARD,TOP B DANGI DBA/TOP NYC CONTRACTING CORP,MITCHEL-REPAIR & INSTALL MISSING PARTS FOR LOBBY DOORS @ BLDGS 10 & 1-5-(REQ# 1567007),Bronx Property Management,JOHN MITCHEL-0249,BRONX,"$7,985.00",,
SMALL PURCHASE,2114960,STANDARD,JASMEEN CONSTRUCTION CORP,MORRIS-CLEAN OUT & POWERWASH BASEMENT IN BLDG 9-(REQ# 1566959),Bronx Property Management,GOUVERNEUR MORR-0239,BRONX,"$4,975.00",,
SMALL PURCHASE,2114962,STANDARD,IMS GENERAL CONSTRUCTION CORP,MILLBROOK-REMOVE & INSTALL KITCHEN UPPER & LOWER CABINETS-(REQ# 1567128),Bronx Property Management,MILL BROOK-0570,BRONX,"$4,965.00",,
SMALL PURCHASE,2114964,STANDARD,IMS GENERAL CONSTRUCTION CORP,MARBLEHILL-REMOVE & INSTALL KITCHEN UPPER & LOWER CABINETS-(REQ# 1567138),Bronx Property Management,MARBLE HILL-0638,BRONX,"$4,965.00",,
SMALL PURCHASE,2114968,STANDARD,GOLD CITY CONTRACTING CORP,"PELHAM-LANDSCAPE-CUT WEEDS, GRASS & REMOVE DEBRI FROM 5 BLDGS-(REQ# 1567177)",Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$7,837.50",,
SMALL PURCHASE,2114969,STANDARD,"DOOR & MAILBOX SERVICE, INC.","MORRIS-REPAIR LOBBY DOORS IN BLDGS 4, 6 & 15-(REQ# 1567379)",Bronx Property Management,GOUVERNEUR MORR-0239,BRONX,"$1,850.00",,
SMALL PURCHASE,2114974,STANDARD,CITY 1 CONSTRUCTION CORP,BUTLER-REPAIR SLOP SINK DOOR & HARDWARE IN BLDG 1368-(REQ# 1567751),Bronx Property Management,BUTLER-0435,BRONX,"$4,900.00",,
